,open,high,low,close,volume,number_of_trades
2024-08-01 00:33:00+00:00,30066.732337076835,30070.1166878364,30068.12452292206,30068.839190506507,90.1777173758258,138
2024-08-01 00:34:00+00:00,30065.372792057082,30065.48945435588,30062.209308488207,30066.88945281722,110.0937631390242,111
2024-08-01 00:35:00+00:00,30084.101619767327,30088.136570210256,30081.991212003806,30084.321454899782,139.35092366656798,99
2024-08-01 00:36:00+00:00,30077.187881434453,30078.243468554134,30073.505988590074,30074.241346057534,87.06020152583895,101
2024-08-01 00:37:00+00:00,30083.530745744203,30086.780384873487,30078.363803715645,30084.152938389085,85.88859471404639,115
2024-08-01 00:38:00+00:00,30062.157021122086,30064.770219980295,30060.906739033217,30062.536538802502,91.68908225749166,75
2024-08-01 00:39:00+00:00,30049.38598727644,30054.577890864446,30049.154460257,30049.35765168641,99.04233339910282,85
2024-08-01 00:40:00+00:00,30049.63070025328,30050.340217054145,30043.954805978632,30049.06009208772,84.42232958408043,130
2024-08-01 00:41:00+00:00,30065.492127825768,30069.509193057813,30062.603568912393,30063.826490187414,97.14121324659034,109
2024-08-01 00:42:00+00:00,30078.824248461977,30081.716604782927,30076.02210093517,30079.172911358783,138.80012801411002,110
2024-08-01 00:43:00+00:00,30068.191944761045,30068.85933382386,30066.75148623639,30066.550850069412,74.52548898006445,69
2024-08-01 00:44:00+00:00,30083.00606841816,30082.44899677779,30077.35151644617,30082.699435292307,52.08472931353515,138
2024-08-01 00:45:00+00:00,30073.103010468898,30075.68954922741,30071.322968356988,30075.464800924085,98.10370139143642,100
2024-08-01 00:46:00+00:00,30073.851777272626,30073.8989915849,30068.58409280855,30072.056925199795,56.90143968898588,104
2024-08-01 00:47:00+00:00,30048.512134653745,30054.06794748054,30046.452794891444,30048.433646500718,121.03225318311915,119
2024-08-01 00:48:00+00:00,30050.322987220097,30054.596557445548,30047.060990384463,30051.263627829783,102.10168616788572,93
2024-08-01 00:49:00+00:00,30067.49206698014,30070.87644320693,30063.987968920945,30068.879860718887,116.37239692092038,82
2024-08-01 00:50:00+00:00,30072.115917527928,30072.718449517044,30070.65272422447,30071.344725726714,97.47956475336663,72
2024-08-01 00:51:00+00:00,30074.073991981306,30079.046043425784,30074.481041356223,30073.114005699263,53.44893152505021,146
2024-08-01 00:52:00+00:00,30074.639348104625,30074.939211354464,30070.05052539676,30075.482601678264,84.4386978070188,114
2024-08-01 00:53:00+00:00,30069.678709206353,30073.894175245154,30065.284503411363,30068.699775048466,95.55704455279073,69
2024-08-01 00:54:00+00:00,30060.941579740385,30061.233187903188,30059.515987146922,30062.02196993295,100.35031162924817,138
2024-08-01 00:55:00+00:00,30073.313790034987,30076.460374363567,30072.069631749127,30071.802615103203,139.6976071128267,98
2024-08-01 00:56:00+00:00,30056.066350643265,30057.29501580943,30054.087173187796,30054.079613113372,121.50491523460333,92
2024-08-01 00:57:00+00:00,30052.441686831546,30054.1609838562,30049.27274301581,30051.223561167943,65.71802422234786,145
2024-08-01 00:58:00+00:00,30041.37439306524,30042.82679210867,30039.136796091123,30040.023483655907,142.24141620115904,149
2024-08-01 00:59:00+00:00,30021.979646101197,30022.389599813047,30017.25705618213,30022.60313447744,52.33120002378434,101
2024-08-01 01:00:00+00:00,30007.26414217342,30006.90074784347,30004.238231434203,30007.0985114995,129.87266418233116,132
2024-08-01 01:01:00+00:00,30023.016766550147,30023.49486155436,30023.14259306014,30024.154691168333,99.81310128522084,94
2024-08-01 01:02:00+00:00,30012.61128735634,30013.38721652203,30011.340371373586,30012.391930619124,88.75662999796842,95
2024-08-01 01:03:00+00:00,30015.716435337086,30013.903055619332,30009.432797905596,30012.515333959032,74.20431120735269,144
2024-08-01 01:04:00+00:00,30012.2921840725,30015.095441068384,30011.1204757266,30012.278042060912,100.75647464609321,62
2024-08-01 01:05:00+00:00,30013.05248920029,30018.100050068937,30009.06813444735,30013.30302794133,131.42620304360204,96
2024-08-01 01:06:00+00:00,29991.14318923693,29994.534657293785,29988.79143537688,29994.871925752297,94.43055379845168,87
2024-08-01 01:07:00+00:00,29981.4268606647,29983.124523655148,29977.562660269352,29983.538057713842,126.03589949812947,97
2024-08-01 01:08:00+00:00,29985.198727497824,29988.397196700018,29979.412505658453,29984.453430096273,129.03970418229204,149
2024-08-01 01:09:00+00:00,29994.43634298388,29994.63442846214,29989.913554803858,29994.946984342256,76.7535946960348,90
2024-08-01 01:10:00+00:00,29998.979204783773,30000.950810735932,29992.2082429193,29996.599988715094,95.93694329059139,100
2024-08-01 01:11:00+00:00,30014.937430199134,30018.380802655887,30012.94283034027,30016.24519176923,84.55660508685912,53
2024-08-01 01:12:00+00:00,30006.649795491405,30006.766401441317,30000.87253043801,30005.37103087291,71.33806359704532,65
2024-08-01 01:13:00+00:00,30014.76376698551,30015.300545252438,30010.180570249355,30013.25327656345,116.75650314262236,102
2024-08-01 01:14:00+00:00,30019.05427910942,30022.292432185528,30016.482496731787,30016.671513998826,76.88373418979766,93
2024-08-01 01:15:00+00:00,30012.902277818943,30014.747419326923,30012.156999013103,30014.09091841361,98.52547017573885,56
2024-08-01 01:16:00+00:00,30018.622841813423,30020.191404538054,30014.109562826987,30016.606271780947,80.04278157028011,66
2024-08-01 01:17:00+00:00,30022.71547022045,30027.877149055206,30020.98171105136,30022.235645625744,117.80535036870846,82
2024-08-01 01:18:00+00:00,30028.71662169835,30030.364781906086,30023.741945379727,30029.923749264377,106.9626899341348,131
2024-08-01 01:19:00+00:00,30013.283933465358,30013.82989934352,30010.028322005048,30014.949675936135,91.53518829395517,74
2024-08-01 01:20:00+00:00,30005.8517966193,30012.52392834317,30004.763189118006,30008.47711294983,103.75571003831445,59
2024-08-01 01:21:00+00:00,29998.351204227336,30001.47965814037,29995.635424496253,29996.22297275537,108.57200694061528,64
2024-08-01 01:22:00+00:00,29984.43183532264,29987.861223122978,29983.094124207895,29986.432218479342,87.68929771828746,96
2024-08-01 01:23:00+00:00,29986.233348614478,29985.585190739435,29981.497265135084,29985.89634190813,107.41837699547244,148
2024-08-01 01:24:00+00:00,29973.06514887586,29977.056572323967,29972.34537409513,29975.274185849994,143.07532745373146,64
2024-08-01 01:25:00+00:00,29997.168206154507,29995.89742516274,29994.812644032772,29996.002827344488,110.71239898558918,102
2024-08-01 01:26:00+00:00,29982.09807881117,29982.44814471272,29980.409821759626,29981.415976075878,70.07444888851454,112
2024-08-01 01:27:00+00:00,29979.934508796687,29982.134893080038,29975.806262123646,29981.007673998567,74.68819145582854,90
2024-08-01 01:28:00+00:00,29992.303354405252,29994.440776589247,29989.730642898616,29989.956284407588,122.1803722220387,104
2024-08-01 01:29:00+00:00,29995.928020522195,29996.594522535423,29994.8059231488,29996.41279479237,97.86749085297701,87
2024-08-01 01:30:00+00:00,30012.46938878783,30014.321413734684,30005.33653923987,30006.179175894096,82.42887397825783,107
2024-08-01 01:31:00+00:00,29996.680077720746,29999.212332759347,29996.448364700096,29995.54956555012,128.24146683873667,127
2024-08-01 01:32:00+00:00,29995.463285111997,30000.219113360417,29992.272943459076,29994.79313262622,118.91539175353826,56
2024-08-01 01:33:00+00:00,29994.460295398225,29997.594674333242,29995.925158799368,29997.81330962889,74.80373111177411,111
2024-08-01 01:34:00+00:00,30001.024784783436,30006.568785537984,29999.988652903343,30002.930933265816,125.99123642158902,67
2024-08-01 01:35:00+00:00,29987.659127565264,29989.58220437609,29983.46532634088,29988.159181406776,85.20712673241894,54
2024-08-01 01:36:00+00:00,29986.146711671296,29988.051769919082,29983.652487805324,29984.80197911345,83.23719844092115,110
2024-08-01 01:37:00+00:00,29984.654468195164,29988.71312165894,29984.133965860026,29985.70965241834,146.69671095672376,70
2024-08-01 01:38:00+00:00,30002.51878947395,30004.672298411635,29999.47811265286,30002.380331189073,96.54149641569029,53
2024-08-01 01:39:00+00:00,29996.403332014655,29998.333027438577,29990.877957502023,29996.1872340138,78.95208944012803,109
2024-08-01 01:40:00+00:00,29996.241437679146,29999.268880051448,29993.600449162408,29995.694194831456,99.89649087715017,145
2024-08-01 01:41:00+00:00,29975.330765281065,29974.570526031996,29971.16733293627,29972.40850579274,103.79488543025944,51
2024-08-01 01:42:00+00:00,29970.534617709898,29968.569579285842,29965.212988160987,29968.49645546238,112.87679134043692,60
2024-08-01 01:43:00+00:00,29965.726419867085,29966.67351199553,29963.109452915513,29966.931791503543,101.94857640898051,83
2024-08-01 01:44:00+00:00,29961.909976327333,29964.98651432027,29961.581207184303,29965.788052120824,77.34329567527901,123
2024-08-01 01:45:00+00:00,29967.713725622463,29971.990157128832,29966.835691389202,29967.867084415695,130.13616059419937,112
2024-08-01 01:46:00+00:00,29943.369441495972,29945.235824880583,29944.34559974308,29945.25660216041,95.51053636850814,118
2024-08-01 01:47:00+00:00,29946.682606873623,29952.42654139307,29946.855498198045,29947.502302735804,117.43161285615973,128
2024-08-01 01:48:00+00:00,29950.595156909632,29951.787947956473,29945.380971825427,29949.358098765904,107.7339315285489,131
2024-08-01 01:49:00+00:00,29943.855860242275,29947.899634553785,29940.927938936315,29944.45019516548,97.31963041901976,86
2024-08-01 01:50:00+00:00,29961.110966064603,29964.676016479687,29957.90148100173,29960.843302281,111.35252870770314,116
2024-08-01 01:51:00+00:00,29944.09672830721,29945.75302346292,29943.284497135737,29943.513937059488,111.87439128211214,142
2024-08-01 01:52:00+00:00,29940.017730817908,29939.416953180764,29939.14746220093,29937.873370299134,75.5363313777226,96
2024-08-01 01:53:00+00:00,29942.29902026373,29946.15265651552,29942.672446822133,29942.11786658038,116.42557163878095,83
2024-08-01 01:54:00+00:00,29930.909431439806,29934.339802094444,29929.832098099916,29932.750904227367,108.37672593848887,139
2024-08-01 01:55:00+00:00,29942.358140555632,29946.62316373148,29941.612570601217,29943.952125422642,101.52051799043329,61
2024-08-01 01:56:00+00:00,29918.812361576558,29921.16189606163,29916.73470644706,29917.302059064845,117.78990322222062,78
2024-08-01 01:57:00+00:00,29905.106214510077,29907.826827091267,29904.808407647026,29903.39949193594,104.60967268524425,121
2024-08-01 01:58:00+00:00,29894.243567973102,29897.232930709793,29890.48677693406,29896.381344357702,122.83188092068563,120
2024-08-01 01:59:00+00:00,29876.445117305946,29879.68640978751,29876.467091614704,29879.11630627069,101.4133486495086,128
2024-08-01 02:00:00+00:00,29866.22804245816,29868.921346244828,29865.022017934778,29866.759648823772,98.70051778682277,88
2024-08-01 02:01:00+00:00,29858.754912818913,29861.19546106515,29857.593986063843,29861.33406697705,99.52657479916213,100
2024-08-01 02:02:00+00:00,29839.905524041194,29840.397806780325,29834.985045737423,29840.677580380383,97.19011932823747,109
2024-08-01 02:03:00+00:00,29849.167918277297,29850.247206577696,29848.798715563007,29850.665744584177,100.34005381353892,125
2024-08-01 02:04:00+00:00,29828.778183418388,29830.67982847017,29827.847213581656,29830.899548094174,132.55847297805738,62
2024-08-01 02:05:00+00:00,29817.251835114028,29820.280513142796,29815.846879199733,29817.134943454133,113.36150820420907,122
2024-08-01 02:06:00+00:00,29834.294615148618,29832.812107526133,29829.20234662465,29831.024869757865,98.65182355302204,73
2024-08-01 02:07:00+00:00,29815.59247697376,29817.914504538818,29811.930702871425,29818.191686037026,80.53360633622276,84
2024-08-01 02:08:00+00:00,29821.86701712839,29822.88530173312,29815.997622382463,29819.93320135546,95.49696489553978,105
2024-08-01 02:09:00+00:00,29822.52399518031,29824.158028104248,29819.983826960233,29823.44051242515,89.36688625340793,117
2024-08-01 02:10:00+00:00,29834.72450859855,29837.322307204024,29832.210662053076,29831.67978050637,112.64769530905997,132
2024-08-01 02:11:00+00:00,29829.425156331425,29831.374626200137,29827.65731914097,29827.504723270777,90.18644170465183,50
2024-08-01 02:12:00+00:00,29830.249665778123,29833.128026739814,29830.389845935955,29831.57365849136,115.5113643394764,61
2024-08-01 02:13:00+00:00,29845.726123792625,29847.120011685238,29842.77119535132,29843.479828985513,122.62786406581368,67
2024-08-01 02:14:00+00:00,29847.16471105687,29847.740632597553,29843.254500126546,29843.906843536246,71.90328723272972,144
2024-08-01 02:15:00+00:00,29870.742549134025,29869.8090465891,29866.8922892504,29867.859360253813,85.56301872465298,122
2024-08-01 02:16:00+00:00,29864.257126538778,29866.038875175163,29861.233153208865,29864.698523280367,101.37621734030273,139
2024-08-01 02:17:00+00:00,29862.899778348103,29861.618038664925,29856.685118686175,29860.600054770428,112.27715847062352,122
2024-08-01 02:18:00+00:00,29871.5021329946,29873.744469115387,29870.370549336807,29872.14159836937,102.84485467381595,129
2024-08-01 02:19:00+00:00,29877.38298093911,29882.749098911387,29873.73169686823,29876.754697386423,94.65195175001479,76
2024-08-01 02:20:00+00:00,29886.295432138537,29891.972311945934,29884.422183798975,29886.078348630712,111.45672213680757,106
2024-08-01 02:21:00+00:00,29899.74696763533,29905.552614136297,29896.36978354541,29901.74816577313,158.46705415989584,72
2024-08-01 02:22:00+00:00,29908.572746071786,29911.383922048124,29906.086283816156,29909.27364589764,52.81045765889557,87
2024-08-01 02:23:00+00:00,29931.096445063,29932.567898010337,29929.094914037687,29932.140344816293,140.96070300404352,133
2024-08-01 02:24:00+00:00,29934.549642682927,29934.58363802898,29929.311994722757,29935.158219656314,105.13941521675481,123
2024-08-01 02:25:00+00:00,29920.675440739993,29919.838637102755,29917.265235281484,29921.215318496008,73.42280491658263,75
2024-08-01 02:26:00+00:00,29906.443688486826,29910.502887802882,29907.407681519384,29908.560390868934,100.36449432998917,137
2024-08-01 02:27:00+00:00,29905.849722642477,29908.322714795704,29901.339364116455,29905.474054175756,112.73748862779779,83
2024-08-01 02:28:00+00:00,29899.3439472541,29902.208638097658,29896.390747428755,29899.066492930633,77.25839706303206,83
2024-08-01 02:29:00+00:00,29907.738083346398,29912.354052893945,29904.731268275107,29909.06337632321,91.5959547936701,75
2024-08-01 02:30:00+00:00,29913.5361599651,29916.8409603107,29910.38609796093,29913.015819561082,88.29164132455247,124
2024-08-01 02:31:00+00:00,29910.07506696453,29909.627457024257,29908.78815567561,29911.23514154738,97.3352825017619,143
2024-08-01 02:32:00+00:00,29913.68320323863,29917.89335325595,29910.635341915004,29913.566146605346,102.30994278622971,102
2024-08-01 02:33:00+00:00,29922.619129087263,29925.683372414685,29921.614153572245,29923.90338475305,93.61302571664507,75
2024-08-01 02:34:00+00:00,29939.529559442974,29941.110818407717,29938.276855320328,29939.5895164569,76.08960540195108,121
2024-08-01 02:35:00+00:00,29946.530084487753,29951.329609577126,29942.398660833922,29948.066039793644,77.8066957685715,142
2024-08-01 02:36:00+00:00,29933.820105450544,29936.42097280628,29935.731186299465,29936.090159893647,99.8121012430063,147
2024-08-01 02:37:00+00:00,29921.560549390477,29923.706467856766,29919.04167305039,29921.26607528204,69.50219569141377,72
2024-08-01 02:38:00+00:00,29914.677423609963,29917.403619632423,29910.544266750272,29913.86627073407,135.4676196079863,102
2024-08-01 02:39:00+00:00,29896.996161540887,29901.010442593564,29896.353427794733,29899.805840218054,118.0244780507735,128
2024-08-01 02:40:00+00:00,29905.098804138594,29905.56984611726,29902.16480128733,29905.27017781868,100.77192105719095,137
2024-08-01 02:41:00+00:00,29895.68215780191,29897.82085416119,29893.30950060771,29894.026037556876,101.09488157094368,82
2024-08-01 02:42:00+00:00,29888.11132695594,29889.815299347512,29888.500656125485,29888.935401779392,96.58896998580057,103
2024-08-01 02:43:00+00:00,29877.214119889803,29882.719294857692,29878.643671202695,29880.2693727521,116.45632430472095,91
2024-08-01 02:44:00+00:00,29887.69798813618,29892.003093533705,29887.295493764348,29888.72549692428,124.75425320918215,87
2024-08-01 02:45:00+00:00,29882.875801105132,29886.78933223528,29878.997324607484,29883.623751620013,89.2990228307608,79
2024-08-01 02:46:00+00:00,29877.786447519546,29880.946213113315,29874.861981864804,29878.160069856323,109.14799631322524,57
2024-08-01 02:47:00+00:00,29858.994832308672,29857.473357419618,29852.587086106512,29857.147765375976,77.99787954422388,102
2024-08-01 02:48:00+00:00,29871.721089008606,29876.30428649386,29872.011051046866,29873.757783579116,106.51774130064047,57
2024-08-01 02:49:00+00:00,29876.562689353595,29878.53061231941,29873.05689584915,29875.82244325757,96.68370600195026,103
2024-08-01 02:50:00+00:00,29862.743915626546,29867.447172822325,29860.99711953779,29863.514799575572,81.38541090223194,74
2024-08-01 02:51:00+00:00,29866.981539497487,29870.162749079966,29865.21619640293,29868.763284866705,83.09815954316514,112
2024-08-01 02:52:00+00:00,29878.672039264577,29884.70681405712,29877.04516464865,29878.902277543904,104.1350507818359,84
2024-08-01 02:53:00+00:00,29882.5333436757,29882.300485494496,29881.35341775051,29882.4372214651,64.7538373321088,109
2024-08-01 02:54:00+00:00,29881.075409982102,29882.455927411054,29880.931646131165,29883.359692557093,64.0027016512322,109
2024-08-01 02:55:00+00:00,29858.3701591492,29861.50642196961,29857.229339459995,29860.80536428592,102.80124982200002,95
2024-08-01 02:56:00+00:00,29865.156604587308,29865.608164593687,29864.456751665683,29865.471939157993,91.48555228423781,60
2024-08-01 02:57:00+00:00,29862.30506543154,29863.91552835698,29856.983695009178,29862.443549509364,106.45879630117295,109
2024-08-01 02:58:00+00:00,29857.806110918908,29864.539225084154,29859.460057935485,29859.533384951155,134.68350067684744,102
2024-08-01 02:59:00+00:00,29882.621675203514,29883.275426058844,29878.69927777624,29881.946072264513,79.12147232002802,140
2024-08-01 03:00:00+00:00,29894.2049942877,29895.22766950519,29891.030967785537,29893.67746485997,113.94245171064404,92
2024-08-01 03:01:00+00:00,29896.71162893512,29897.041359436414,29892.374372472652,29897.375303083492,90.29069794989823,64
2024-08-01 03:02:00+00:00,29886.95296164448,29888.673424913086,29887.943793758513,29887.454339444164,105.40543611099868,54
2024-08-01 03:03:00+00:00,29876.480384367576,29878.73832044772,29876.712674931852,29877.008852562587,97.42945833087745,101
2024-08-01 03:04:00+00:00,29880.37211977271,29880.208717244233,29877.34672485066,29880.001548389,38.805102567201,53
2024-08-01 03:05:00+00:00,29882.054715024806,29881.709012548497,29879.518013653957,29882.051134223937,103.15868613519473,140
2024-08-01 03:06:00+00:00,29870.95202993744,29874.99055127365,29870.125860146996,29870.82703408269,101.2046926576117,56
2024-08-01 03:07:00+00:00,29874.30462243986,29878.246102879886,29873.55530637025,29874.13599694154,102.219505463725,71
2024-08-01 03:08:00+00:00,29878.8318229289,29878.603660658107,29875.938146684253,29878.153421603572,112.13901255792322,91
2024-08-01 03:09:00+00:00,29869.997870871288,29869.792900299406,29864.408593671964,29869.024739709606,127.03411177326913,85
2024-08-01 03:10:00+00:00,29868.315893664985,29868.9177670322,29867.508744736242,29867.777572472416,92.19726059354956,66
2024-08-01 03:11:00+00:00,29867.7524377194,29870.991238916442,29865.503585294984,29869.406180231817,95.96650477059902,113
2024-08-01 03:12:00+00:00,29873.62347397544,29873.719066068978,29871.001352387837,29873.29999234782,96.24745660706482,140
2024-08-01 03:13:00+00:00,29872.59641576882,29874.4961127852,29869.532384930277,29872.80955237049,91.01952697933302,52
2024-08-01 03:14:00+00:00,29868.71659829155,29870.31356972711,29867.407230248657,29870.32645117612,106.56414151819527,58
2024-08-01 03:15:00+00:00,29862.014325585962,29862.260374175836,29856.972738027245,29862.562529762865,111.28698871028179,143
2024-08-01 03:16:00+00:00,29833.015486221917,29835.669669653984,29830.57306408093,29832.25238343068,92.70182417336848,114
2024-08-01 03:17:00+00:00,29811.488536199202,29815.39332020129,29810.690450608774,29812.151004789666,97.47834107102439,105
2024-08-01 03:18:00+00:00,29803.49704597787,29804.075278072996,29801.28606751498,29802.153457507433,92.85779530469225,95
2024-08-01 03:19:00+00:00,29818.093552634324,29819.34515584732,29814.482971403093,29819.35598141239,91.08641998736228,53
2024-08-01 03:20:00+00:00,29825.607049082024,29826.847630619402,29820.8310135366,29824.983524445455,79.65804585297275,148
2024-08-01 03:21:00+00:00,29844.135101177548,29844.872791896334,29840.806160494398,29842.487937254245,97.78361762029856,81
2024-08-01 03:22:00+00:00,29843.827497423823,29846.154538925464,29841.46877976843,29843.349724565887,97.47721446003362,144
2024-08-01 03:23:00+00:00,29856.76322327704,29858.78244437725,29853.779809499192,29854.440795779177,53.051417535758915,86
2024-08-01 03:24:00+00:00,29849.213036497567,29850.361971047492,29847.562658969426,29852.189405346162,86.37624842769702,132
2024-08-01 03:25:00+00:00,29837.282110052773,29839.660384449802,29833.795932325567,29839.31126269484,75.3872476696963,92
2024-08-01 03:26:00+00:00,29839.709096713836,29839.67645718108,29836.47541379818,29838.633899013428,128.0592363504037,122
2024-08-01 03:27:00+00:00,29823.02735228583,29822.621088840366,29817.999536298023,29822.18862457884,116.26331372494539,80
2024-08-01 03:28:00+00:00,29823.70249760943,29823.839895836132,29822.270021637465,29823.864632375215,63.72920501841384,136
2024-08-01 03:29:00+00:00,29813.697033077315,29816.199900249616,29809.776807001388,29812.21196884342,118.88700770740822,100
2024-08-01 03:30:00+00:00,29827.46770214008,29830.7706939394,29826.333086023824,29828.26910284204,99.70220894350065,102
2024-08-01 03:31:00+00:00,29823.043366198603,29825.773219928476,29822.08239244997,29822.13289829008,62.95059098109708,83
2024-08-01 03:32:00+00:00,29821.64131752262,29825.108838531687,29821.835876874575,29822.532406683298,102.15321309958193,79
2024-08-01 03:33:00+00:00,29824.10771088097,29826.046187755397,29822.268896844078,29823.17813550703,94.91719808250078,138
2024-08-01 03:34:00+00:00,29825.283831630313,29825.78055380449,29823.36721642108,29825.375816895466,116.40735470014991,118
2024-08-01 03:35:00+00:00,29849.60626222736,29852.602294562297,29846.706871830498,29849.033819034383,94.05671826292861,83
2024-08-01 03:36:00+00:00,29879.42252700564,29884.413180105897,29878.13753880408,29881.720604102706,96.27159302346125,85
2024-08-01 03:37:00+00:00,29893.973986603785,29894.39324632813,29892.338061334798,29893.760374371755,82.64084154885556,77
2024-08-01 03:38:00+00:00,29881.21427427919,29883.201006627252,29878.72038036284,29881.010850391238,120.98664656671383,131
2024-08-01 03:39:00+00:00,29876.391096145686,29878.541194289417,29875.348465337614,29875.151862398707,119.46676946344454,85
2024-08-01 03:40:00+00:00,29885.04023922021,29887.074140001936,29881.023654625154,29885.386189616405,99.94116394017095,145
2024-08-01 03:41:00+00:00,29876.32227607611,29881.724170612993,29877.253530280268,29877.53947123527,99.42369797015589,68
2024-08-01 03:42:00+00:00,29882.028971915282,29884.03970585309,29879.482796259148,29884.877915634577,108.73622580163484,77
2024-08-01 03:43:00+00:00,29878.57528391708,29880.697331342493,29876.53280471657,29880.9281213291,113.88214753658185,126
2024-08-01 03:44:00+00:00,29865.984269994402,29869.02130960937,29864.75800273281,29865.47066686561,74.46312456962826,52
2024-08-01 03:45:00+00:00,29881.202400632916,29883.888626606054,29879.43409785347,29880.12105542154,108.20804350523167,61
2024-08-01 03:46:00+00:00,29877.20491024119,29879.646991334754,29876.00563971861,29876.21363501245,124.5711468761139,59
2024-08-01 03:47:00+00:00,29880.322395336498,29884.635611053174,29877.193585955385,29879.761781968387,91.1116277301523,124
2024-08-01 03:48:00+00:00,29877.545750147023,29881.070006759193,29874.20263555731,29878.00969083054,111.02563924626821,68
2024-08-01 03:49:00+00:00,29888.318847638508,29890.488608331794,29883.48768767923,29887.212406268052,121.93084975938856,108
2024-08-01 03:50:00+00:00,29894.0122415005,29897.52077582865,29893.349345767474,29893.194046630004,84.01149498085653,123
2024-08-01 03:51:00+00:00,29890.886188121734,29895.41706749554,29887.240968186252,29890.94998378251,111.67780481012929,145
2024-08-01 03:52:00+00:00,29894.66300300642,29900.504478382325,29893.41365885777,29896.23211645065,51.25617113987626,137
2024-08-01 03:53:00+00:00,29897.5181693592,29900.819638406945,29894.90779049684,29898.51570512805,112.46077760510707,100
2024-08-01 03:54:00+00:00,29898.696236869007,29899.94544348272,29893.298356019728,29898.607152179055,104.43620184078043,76
2024-08-01 03:55:00+00:00,29892.72122946858,29894.394471393058,29891.846147807173,29892.551483007264,106.56529981902555,98
